reporter_code,reporter_name,product_hs6,product_label,year,tariff_type,rate_simple_avg,total_lines,min_rate,max_rate,datatype,source_url,retrieved_utc
840,United States,300490,medicaments nes (retail),2022,MFN,0,2,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/840/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
840,United States,720839,flat-rolled hot-rolled steel coils <3mm,2022,MFN,0,1,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/840/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
840,United States,721049,flat-rolled steel zinc-plated/coated other,2022,MFN,0,1,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/840/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
840,United States,850760,lithium-ion accumulators,2022,MFN,3.40,1,3.40,3.40,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/840/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
840,United States,854231,ICs processors/controllers,2022,MFN,0,1,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/840/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
840,United States,854232,ICs memories,2022,MFN,0,1,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/840/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
840,United States,870380,electric-only vehicles,2022,MFN,2.50,1,2.50,2.50,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/840/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
156,China,300420,medicaments containing antibiotics,2022,MFN,0,13,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/156/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
156,China,300490,medicaments nes (retail),2022,MFN,0.452,42,0,4,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/156/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
156,China,720839,flat-rolled hot-rolled steel coils <3mm,2022,MFN,3,2,3,3,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/156/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
156,China,721049,flat-rolled steel zinc-plated/coated other,2022,MFN,4,1,4,4,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/156/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
156,China,850760,lithium-ion accumulators,2022,MFN,10,4,10,10,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/156/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
156,China,854231,ICs processors/controllers,2022,MFN,0,6,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/156/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
156,China,854232,ICs memories,2022,MFN,0,2,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/156/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
156,China,870380,electric-only vehicles,2022,MFN,15,2,15,15,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/156/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
356,India,300420,medicaments containing antibiotics,2022,MFN,10,29,10,10,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/356/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
356,India,300490,medicaments nes (retail),2022,MFN,10,70,10,10,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/356/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
356,India,720839,flat-rolled hot-rolled steel coils <3mm,2022,MFN,7.5,5,7.5,7.5,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/356/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
356,India,721049,flat-rolled steel zinc-plated/coated other,2022,MFN,7.5,1,7.5,7.5,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/356/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
356,India,850760,lithium-ion accumulators,2022,MFN,15,1,15,15,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/356/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
356,India,854231,ICs processors/controllers,2022,MFN,0,1,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/356/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
356,India,854232,ICs memories,2022,MFN,0,1,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/356/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
356,India,870380,electric-only vehicles,2022,MFN,125,5,125,125,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/356/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
918,European Union,300420,medicaments containing antibiotics,2022,MFN,0,1,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/918/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
918,European Union,300490,medicaments nes (retail),2022,MFN,0,1,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/918/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
918,European Union,720839,flat-rolled hot-rolled steel coils <3mm,2022,MFN,0,1,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/918/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
918,European Union,721049,flat-rolled steel zinc-plated/coated other,2022,MFN,0,1,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/918/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
918,European Union,850760,lithium-ion accumulators,2022,MFN,2.7,1,2.7,2.7,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/918/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
918,European Union,854231,ICs processors/controllers,2022,MFN,0,3,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/918/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
918,European Union,854232,ICs memories,2022,MFN,0,10,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/918/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
918,European Union,870380,electric-only vehicles,2022,MFN,10,2,10,10,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/918/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
704,Viet Nam,300420,medicaments containing antibiotics,2022,MFN,2.5,8,0,5,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/704/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
704,Viet Nam,300490,medicaments nes (retail),2022,MFN,2.55,29,0,5,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/704/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
704,Viet Nam,720839,flat-rolled hot-rolled steel coils <3mm,2022,MFN,0,2,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/704/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
704,Viet Nam,721049,flat-rolled steel zinc-plated/coated other,2022,MFN,10,6,0,15,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/704/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
704,Viet Nam,850760,lithium-ion accumulators,2022,MFN,0,3,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/704/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
704,Viet Nam,854231,ICs processors/controllers,2022,MFN,0,1,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/704/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
704,Viet Nam,854232,ICs memories,2022,MFN,0,1,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/704/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
704,Viet Nam,870380,electric-only vehicles,2022,MFN,26.39,18,0,70,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/704/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
484,Mexico,300420,medicaments containing antibiotics,2022,MFN,3.75,4,0,15,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/484/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
484,Mexico,300490,medicaments nes (retail),2022,MFN,1.46,48,0,15,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/484/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
484,Mexico,720839,flat-rolled hot-rolled steel coils <3mm,2022,MFN,15,1,15,15,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/484/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
484,Mexico,721049,flat-rolled steel zinc-plated/coated other,2022,MFN,15,1,15,15,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/484/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
484,Mexico,850760,lithium-ion accumulators,2022,MFN,0,1,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/484/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
484,Mexico,854231,ICs processors/controllers,2022,MFN,0,1,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/484/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
484,Mexico,854232,ICs memories,2022,MFN,0,1,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/484/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
484,Mexico,870380,electric-only vehicles,2022,MFN,7.5,2,0,15,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/484/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
392,Japan,300420,medicaments containing antibiotics,2022,MFN,0,1,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/392/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
392,Japan,300490,medicaments nes (retail),2022,MFN,0,4,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/392/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
392,Japan,720839,flat-rolled hot-rolled steel coils <3mm,2022,MFN,0,3,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/392/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
392,Japan,721049,flat-rolled steel zinc-plated/coated other,2022,MFN,0,2,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/392/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
392,Japan,850760,lithium-ion accumulators,2022,MFN,0,1,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/392/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
392,Japan,854231,ICs processors/controllers,2022,MFN,0,6,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/392/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
392,Japan,854232,ICs memories,2022,MFN,0,7,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/392/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
392,Japan,870380,electric-only vehicles,2022,MFN,0,1,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/392/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
410,Korea Rep.,300420,medicaments containing antibiotics,2022,MFN,8,4,8,8,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/410/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
410,Korea Rep.,300490,medicaments nes (retail),2022,MFN,8,4,8,8,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/410/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
410,Korea Rep.,720839,flat-rolled hot-rolled steel coils <3mm,2022,MFN,0,2,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/410/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
410,Korea Rep.,721049,flat-rolled steel zinc-plated/coated other,2022,MFN,0,4,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/410/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
410,Korea Rep.,850760,lithium-ion accumulators,2022,MFN,8,3,8,8,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/410/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
410,Korea Rep.,854231,ICs processors/controllers,2022,MFN,0,4,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/410/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
410,Korea Rep.,854232,ICs memories,2022,MFN,0,7,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/410/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
410,Korea Rep.,870380,electric-only vehicles,2022,MFN,8,2,8,8,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/410/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
764,Thailand,300420,medicaments containing antibiotics,2022,MFN,10,8,10,10,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/764/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
764,Thailand,300490,medicaments nes (retail),2022,MFN,7.86,28,0,10,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/764/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
764,Thailand,720839,flat-rolled hot-rolled steel coils <3mm,2022,MFN,4,5,0,5,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/764/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
764,Thailand,721049,flat-rolled steel zinc-plated/coated other,2022,MFN,5,9,5,5,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/764/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
764,Thailand,850760,lithium-ion accumulators,2022,MFN,10,5,10,10,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/764/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
764,Thailand,854231,ICs processors/controllers,2022,MFN,0,1,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/764/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
764,Thailand,854232,ICs memories,2022,MFN,0,1,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/764/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
764,Thailand,870380,electric-only vehicles,2022,MFN,72.22,18,10,80,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/764/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
360,Indonesia,300420,medicaments containing antibiotics,2022,MFN,5.00,8,5,5,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/360/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
360,Indonesia,300490,medicaments nes (retail),2022,MFN,4.46,28,0,5,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/360/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
360,Indonesia,720839,flat-rolled hot-rolled steel coils <3mm,2022,MFN,15.00,5,15,15,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/360/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
360,Indonesia,721049,flat-rolled steel zinc-plated/coated other,2022,MFN,20.00,9,20,20,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/360/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
360,Indonesia,850760,lithium-ion accumulators,2022,MFN,10.00,5,10,10,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/360/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
360,Indonesia,854231,ICs processors/controllers,2022,MFN,0.00,1,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/360/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
360,Indonesia,854232,ICs memories,2022,MFN,0.00,1,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/360/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
360,Indonesia,870380,electric-only vehicles,2022,MFN,34.44,18,10,50,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/360/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
458,Malaysia,300420,medicaments containing antibiotics,2022,MFN,0,8,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/458/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
458,Malaysia,300490,medicaments nes (retail),2022,MFN,0,28,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/458/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
458,Malaysia,720839,flat-rolled hot-rolled steel coils <3mm,2022,MFN,15,5,15,15,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/458/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
458,Malaysia,721049,flat-rolled steel zinc-plated/coated other,2022,MFN,15,9,15,15,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/458/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
458,Malaysia,850760,lithium-ion accumulators,2022,MFN,12,5,0,20,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/458/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
458,Malaysia,854231,ICs processors/controllers,2022,MFN,0,1,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/458/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
458,Malaysia,854232,ICs memories,2022,MFN,0,1,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/458/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
458,Malaysia,870380,electric-only vehicles,2022,MFN,17.78,18,0,35,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/458/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
76,Brazil,300420,medicaments containing antibiotics,2022,MFN,6.69,26,0,14,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/076/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
76,Brazil,300490,medicaments nes (retail),2022,MFN,10.61,66,0,14,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/076/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
76,Brazil,720839,flat-rolled hot-rolled steel coils <3mm,2022,MFN,11,2,10,12,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/076/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
76,Brazil,721049,flat-rolled steel zinc-plated/coated other,2022,MFN,12,2,12,12,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/076/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
76,Brazil,850760,lithium-ion accumulators,2022,MFN,18,1,18,18,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/076/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
76,Brazil,854231,ICs processors/controllers,2022,MFN,0,3,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/076/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
76,Brazil,854232,ICs memories,2022,MFN,3.20,5,0,8,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/076/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
76,Brazil,870380,electric-only vehicles,2022,MFN,35,1,35,35,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/076/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2022/datatype/reported,2026-09-01
840,United States,300420,medicaments containing antibiotics,2023,MFN,0,1,0,0,reported,https://wits.worldbank.org/API/V1/SDMX/V21/datasource/TRN/reporter/840/partner/000/product/854231%3B854232%3B300490%3B300420%3B850760%3B870380%3B720839%3B721049/year/2023/datatype/reported,2026-09-01
